n,1000,2000,3000,4000,5000,10000,20000,30000,40000,50000
cl_shallow,1.272306584663724,0.655575098446858,0.6403687911759676,0.6086812719311725,0.5742432283087083,0.5606508575428656,0.5696663009935646,0.5561815504205869,0.5700979048240175,0.5508540553569943
cl_deep,0,0,0,0,0,0,0,0,0,0
