Dimension,20,30,40,50,60,70,80,90,100,110
cl_shallow,0.44531336898758284,0.7391760379332449,0.8196836228291384,0.8316827496350802,0.7870045394133718,0.8346801489880651,0.8915789138543304,0.9388731793380215,0.9226323736952142,0.9634549070694978
cl_deep,0,0,0,0,0,0,0,0,0,0
