Dimension,20,30,40,50,60,70,80,90,100,110
cl_shallow,0.4822725707961196,0.5225066935785121,0.6655813483252021,0.7510353604266469,0.7583253625927585,0.8374272786337099,0.8666020321380913,0.9107607834878738,0.9379919764123911,0.9612994575999828
cl_deep,0,0,0,0,0,0,0,0,0,0
