Mask Percentage,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cl,0.012481882621802498,0.011448537843873341,0.012163437452185066,0.010837742802260908,0.010299435788940658,0.011525088959810859,0.010679713392259371,0.011268954206233972,0.008403095850435638
