Dimension,10,30,50,70,90,110
ae,1.0552286706017086e-07,2.433037001065822,2.7551071214989857,2.810545997030699,2.936091854037015,3.0109068368402703
cl,3.3643900067473e-15,2.4969302223359917,2.768396068100508,2.9406147297750587,2.9830189370619586,3.0189270614229264
