Noise Sigma,0.01,0.1,0.2,0.5,1,2
ae,0.09981408871967892,0.1402949207336185,0.21838354147499436,0.45756441305448176,0.7265544142144283,0.9702823391365797
cl,0.09989767450227617,0.1460341112471681,0.22438423331463597,0.471141130994483,0.8187927753859668,0.9735660503608635
