Dimension,20,30,40,50,60,70,80,90,100,110,130,150
cl_shallow,0.49318452074958896,0.5369721129958664,0.6799577555043738,0.7360944063720775,0.758688335335258,0.8315974248521177,0.8542258084272674,0.9074464399851362,0.9111147952729259,0.9592616810339308,0.9685467367303779,0.9872133661658822
cl_deep,0,0,0,0,0,0,0,0,0,0,0,0
