Dimension,20,30,40,50,60,70,80,90,100,110,130,150
cl_shallow,-0.003817996821702918,-0.006344939978921604,-0.014562222572247152,-0.013024859504094377,-0.02294664389110057,-0.025646797045530856,-0.0133948778915855,-0.024690163723067315,-0.020921974771533125,-0.02364942388375668,-0.023533093965114604,-0.02296941195188429
cl_deep,0.009072162486723712,0.03601864933781196,0.006402300211490464,-0.004809077963448649,-0.0077841679193196844,-0.00985571936378149,8.142034627589556e-05,-0.004960179891287941,-0.01503792462731468,-0.01478475551187819,-0.016905252013091898,-0.015208926794807787
