Noise Sigma,0.01,0.1,0.3,0.5,0.8,0.9,1,1.1,1.3,1.5,2,3
cl_shallow,1.0551783706313949,1.0120156521606418,0.8245773393799303,0.7215493417829157,0.7013633517530704,0.7093459990612777,0.7197476767265073,0.7312607421565143,0.7553230418197864,0.7797691032442169,0.8456564209141612,1.2029712359571931
cl_deep,0,0,0,0,0,0,0,0,0,0,0,0
