Noise Sigma,0.01,0.1,0.3,0.5,0.8,0.9,1,1.1,1.3,1.5,2,3
cl_shallow,0.00011260921329366014,0.0022372522006867956,0.002034320944641038,-0.004728712369395205,-0.013119690241685023,-0.014551803694118681,-0.015398304059035528,-0.015766985459361615,-0.015474961502201179,-0.014381190444856418,-0.01052742333351031,-0.003192763002659027
cl_deep,0.10789680973256355,0.09234407011960605,0.04684813591280465,0.021770429872497055,-0.003563283623629676,-0.007711769206438124,-0.009515055138316186,-0.010432844578320721,-0.011177377711035441,-0.01102431646815738,-0.012729785088896106,-0.006059955421385044
